chestnut50uM-2_4x_3-22-24_NDM.jpeg,American chestnut section 4x
chestnut50uM_10x_3-22-24_NDM.jpeg,American chestnut section 10x
chestnut50uM_40x_3-22-24_NDM.jpeg,American chestnut section 40x
